0.0	0.0	0.0	-0.12219348	-0.044500016	-0.10826102	-0.20189244	0.59391713	0.023369325	-0.89858687	0.015503317	0.4471215	0.12208034	0.044549882	0.10837885	0.15496267	0.5866968	0.1694533	0.4174316	0.5897597	0.42964274	0.04304951	-0.32975733	-0.15756299	0.07797409	-0.52678037	-0.32832897	0.058184005	-0.89622235	-0.42899874	0.31675383	-0.4203248	-0.20969853	0.31258836	-0.07202564	-0.19702981	0.3631533	0.15769884	-0.2074965	-0.12700827	-0.54695	-0.38872012	-0.17711115	-0.1793713	-0.2808214	-0.21562976	-0.05329611	-0.3169376	
0.0	0.0	0.0	-0.0948972	-0.059362978	-0.10436694	-0.16314097	0.6308273	0.04654324	-0.8531306	0.10273895	0.5039543	0.09480378	0.059412293	0.104477055	0.13615797	0.64773417	0.23650944	0.43674588	0.64141047	0.5112347	0.055498373	-0.33089364	-0.19222467	0.10283243	-0.5196631	-0.3885578	0.040933378	-0.85510826	-0.4823577	0.32533136	-0.38768715	-0.24710146	0.31087402	-0.047356933	-0.20942448	0.35010028	0.19373801	-0.20186031	-0.08143543	-0.5726018	-0.45341632	-0.12247436	-0.15775585	-0.3025343	-0.2049115	0.069343306	-0.35671878	
0.0	0.0	0.0	-0.13536778	-0.045388617	-0.0599943	-0.2070028	0.54044354	0.027054062	-0.32948783	0.6844831	0.39764532	0.13529079	0.045456685	0.060105044	0.24063489	0.58082795	0.23336896	0.45302552	0.60662925	0.5940621	0.007375849	-0.3226185	-0.1445051	0.07958285	-0.49107873	-0.34853593	0.024162991	-0.83663404	-0.43425244	0.31475413	-0.39380446	-0.23703021	0.3077203	-0.101327725	-0.1637596	0.35254127	0.15329978	-0.18607478	-0.1342661	-0.5220535	-0.37164515	-0.14686885	-0.16548678	-0.27494547	-0.21530655	0.08257825	-0.3572872	
0.0	0.0	0.0	-0.13805321	-0.04500985	-0.05690461	-0.1805874	0.55079734	0.058588356	-0.33294812	0.7235285	0.4450801	0.13797313	0.045070887	0.05701621	0.22599007	0.6026383	0.24653971	0.46023166	0.6433383	0.6148544	-0.0011070543	-0.3191433	-0.1607187	0.07980961	-0.4836567	-0.38946968	0.040342666	-0.8038293	-0.49010813	0.34402868	-0.39075667	-0.27452683	0.3298961	-0.090610296	-0.20083493	0.3509993	0.17347467	-0.221335	-0.15949629	-0.5247333	-0.40800104	-0.15542608	-0.16074997	-0.29741505	-0.2309525	0.101758204	-0.37236324	
0.0	0.0	0.0	-0.1282635	-0.0313233	-0.07846239	-0.12431219	0.5537317	0.09846623	-0.21693641	0.73871374	0.4568427	0.12821615	0.03135998	0.07854278	0.24667339	0.5747684	0.22606418	0.25795513	0.75785196	0.5595273	-0.0025808685	-0.29794165	-0.15812866	0.06255084	-0.45045847	-0.37538466	0.03380666	-0.79803145	-0.5115287	0.31286994	-0.39047158	-0.26939073	0.29128635	-0.110702135	-0.2082731	0.3106669	0.16216214	-0.20941696	-0.16979711	-0.47703087	-0.38925746	-0.1581685	-0.15142693	-0.29302782	-0.19642892	0.050849803	-0.34555796	
0.0	0.0	0.0	-0.12755641	-0.030021435	-0.07056686	-0.094701864	0.57175446	0.09723399	-0.14671926	0.751052	0.48160228	0.12752856	0.03005581	0.070625894	0.2483514	0.59619725	0.221618	0.24215125	0.75773704	0.56950474	-0.0011935816	-0.3019124	-0.1610267	0.062554926	-0.47352993	-0.3727977	0.019243972	-0.7971742	-0.494375	0.31037727	-0.42052057	-0.2642082	0.28012162	-0.14739239	-0.16648982	0.29451838	0.12847525	-0.1681052	-0.17493533	-0.5035183	-0.38277993	-0.16430092	-0.1919438	-0.24922474	-0.23006454	0.06108696	-0.2894223	
0.0	0.0	0.0	-0.12233647	-0.02320216	-0.074888736	-0.0918062	0.5651159	0.10566898	-0.120982744	0.7520493	0.48324493	0.12229405	0.02323164	0.074953645	0.23213749	0.5951024	0.21011993	0.22874454	0.7524884	0.5582595	-0.00848764	-0.30559844	-0.14127156	0.04183933	-0.48763895	-0.33896378	0.009149665	-0.7838049	-0.46075493	0.28063568	-0.44689816	-0.23345849	0.26424864	-0.17019027	-0.13428856	0.28209594	0.102761656	-0.13964264	-0.18868314	-0.51084286	-0.35615307	-0.18554014	-0.204973	-0.22862273	-0.22935134	0.037057787	-0.2683921	
0.0	0.0	0.0	0.16674313	-0.113259465	-0.38697845	0.2980417	1.4945723	-0.09437737	-0.06409035	2.2684436	2.45874	-0.1663164	0.11333334	0.38596222	0.3649716	2.0063887	-0.19092196	0.69691086	1.5339055	0.8171056	0.112295024	-0.5351387	-0.81362414	-0.4763599	-0.8342105	-0.40570852	-0.79564255	7.315759	-0.0069630146	0.072373554	-1.4766418	-0.57100505	0.24239028	-0.63848245	-0.8700477	0.30041966	0.26869497	-0.7492956	-0.5395532	-1.4689293	-0.85382736	-0.7464021	-0.913176	-0.9949578	-1.5099808	0.17043668	0.29218498	
0.0	0.0	0.0	0.01452639	-0.058046326	-0.23396897	0.08249461	1.1521822	-0.16457264	-0.100530006	1.5955883	1.2453557	-0.014394511	0.058033697	0.2335833	0.27795702	1.3588626	-0.17856634	0.52410626	1.1760323	0.27550817	0.07178121	-0.41406357	-0.48325562	-0.2461967	-0.75032306	-0.3473849	-0.42147818	3.8923664	-0.3692088	0.17282592	-1.1036727	-0.4362876	0.26677227	-0.5130241	-0.6342724	0.2774472	0.12395859	-0.55107766	-0.38625237	-1.1071153	-0.59342015	-0.5537835	-0.55399495	-0.7190835	-0.9512524	0.25100145	0.14844555	
0.0	0.0	0.0	-0.11690674	-0.02608884	-0.074690536	-0.058927536	0.57483226	0.11044443	-0.054778505	0.74805737	0.49318102	0.11688353	0.026114665	0.07475705	0.18261576	0.623363	0.1915488	0.16193457	0.68437576	0.56621975	-0.00710995	-0.30825529	-0.12825283	0.038921565	-0.4981573	-0.3099467	0.000705665	-0.766824	-0.41678455	0.26222476	-0.46833393	-0.21108393	0.2643616	-0.18639229	-0.105005294	0.27751014	0.08898045	-0.11185153	-0.18004216	-0.51661706	-0.3241205	-0.21251132	-0.21363634	-0.19098179	-0.28076178	0.031948783	-0.21563283	
